Order Date,Region,Category,Sub-Category,Customer Name,Sales,Profit,Discount,YearMonth,Profit Margin
2014-11-28,West,Office Supplies,Supplies,Duane Huffman,7.36,0.1472,0.0,2014-11,0.02
2014-11-28,West,Office Supplies,Labels,Duane Huffman,41.4,19.872,0.0,2014-11,0.48000000000000004
2014-11-28,West,Furniture,Bookcases,Duane Huffman,411.332,-4.8392,0.15,2014-11,-0.011764705882352941
2015-09-04,East,Office Supplies,Binders,Shaun Chance,7.656,-6.1248,0.7,2015-09,-0.7999999999999999
2017-06-12,East,Technology,Accessories,Hunter Glantz,63.92,19.176,0.2,2017-06,0.3
2017-07-15,East,Office Supplies,Art,Michelle Moray,6.56,1.9024,0.0,2017-07,0.29000000000000004
2017-07-15,East,Office Supplies,Labels,Michelle Moray,7.83,3.6018,0.0,2017-07,0.45999999999999996
2017-07-15,East,Technology,Accessories,Michelle Moray,41.9,8.799,0.0,2017-07,0.21
2017-07-15,East,Furniture,Chairs,Michelle Moray,664.146,88.5528,0.1,2017-07,0.13333333333333336
2017-07-15,East,Office Supplies,Paper,Michelle Moray,8.96,4.3904,0.0,2017-07,0.48999999999999994
2017-11-02,East,Furniture,Furnishings,Thea Hudgings,3.312,0.6624,0.2,2017-11,0.2
2017-11-02,East,Office Supplies,Appliances,Thea Hudgings,20.136,1.2585,0.2,2017-11,0.0625
2017-11-02,East,Office Supplies,Envelopes,Thea Hudgings,8.856,2.8782,0.2,2017-11,0.325
2017-11-02,East,Technology,Phones,Thea Hudgings,859.2,-186.16,0.4,2017-11,-0.21666666666666665
2016-10-08,West,Office Supplies,Paper,Joel Eaton,61.96,27.882,0.0,2016-10,0.45
2016-04-08,South,Office Supplies,Envelopes,Patrick Gardner,17.92,8.6016,0.0,2016-04,0.4799999999999999
2015-10-08,West,Furniture,Furnishings,Maria Bertelson,145.9,62.737,0.0,2015-10,0.43
2017-05-15,Central,Office Supplies,Paper,Joy Daniels,56.704,19.1376,0.2,2017-05,0.33749999999999997
2017-05-15,Central,Technology,Phones,Joy Daniels,11.12,3.475,0.2,2017-05,0.31250000000000006
2014-02-24,West,Office Supplies,Paper,Jennifer Halladay,32.896,11.1024,0.2,2014-02,0.33749999999999997
2014-02-24,West,Office Supplies,Paper,Jennifer Halladay,22.776,7.6869,0.2,2014-02,0.33749999999999997
2015-05-30,East,Technology,Phones,Edward Nazzal,239.97,2.3997,0.0,2015-05,0.01
2015-05-30,East,Office Supplies,Appliances,Edward Nazzal,160.32,44.8896,0.0,2015-05,0.28
2015-05-30,East,Technology,Phones,Edward Nazzal,128.85,3.8655,0.0,2015-05,0.030000000000000002
2016-11-18,South,Technology,Accessories,Karen Carlisle,1319.96,527.984,0.0,2016-11,0.4
2017-12-04,East,Furniture,Chairs,Michael Stewart,239.96,-10.284,0.3,2017-12,-0.04285714285714286
2017-12-04,East,Furniture,Furnishings,Michael Stewart,54.768,6.846,0.2,2017-12,0.125
2017-12-04,East,Office Supplies,Art,Michael Stewart,13.392,3.1806,0.2,2017-12,0.23750000000000002
2017-12-04,East,Office Supplies,Paper,Michael Stewart,23.92,8.671,0.2,2017-12,0.36249999999999993
2017-12-04,East,Technology,Accessories,Michael Stewart,255.968,-28.7964,0.2,2017-12,-0.1125
2016-06-05,West,Office Supplies,Binders,Chloris Kastensmidt,21.552,7.0044,0.2,2016-06,0.325
2016-06-05,West,Office Supplies,Appliances,Chloris Kastensmidt,58.24,15.7248,0.0,2016-06,0.27
2016-12-10,West,Office Supplies,Paper,Sanjit Jacobs,80.28,36.9288,0.0,2016-12,0.46
2017-04-30,West,Office Supplies,Art,Erin Ashbrook,9.78,4.0098,0.0,2017-04,0.41000000000000003
2017-04-24,West,Office Supplies,Fasteners,Michael Granlund,1.81,0.6516,0.0,2017-04,0.36
2015-05-08,East,Office Supplies,Paper,Alejandro Ballentine,37.94,18.2112,0.0,2015-05,0.4800000000000001
2015-03-31,South,Technology,Phones,Scott Cohen,79.96,27.986,0.2,2015-03,0.35000000000000003
2017-08-06,Central,Office Supplies,Paper,Todd Boyes,115.296,40.3536,0.2,2017-08,0.35
2017-12-02,Central,Technology,Phones,Juliana Krohn,2479.96,743.988,0.0,2017-12,0.30000000000000004
2016-06-06,South,Technology,Accessories,Clytie Kelty,179.94,75.5748,0.0,2016-06,0.42
2016-06-06,South,Technology,Accessories,Clytie Kelty,26.85,5.1015,0.0,2016-06,0.18999999999999997
2016-06-06,South,Technology,Accessories,Clytie Kelty,323.37,129.348,0.0,2016-06,0.4
2016-06-06,South,Office Supplies,Paper,Clytie Kelty,59.94,28.1718,0.0,2016-06,0.47000000000000003
2016-06-06,South,Office Supplies,Binders,Clytie Kelty,64.14,30.7872,0.0,2016-06,0.48
2016-06-06,South,Office Supplies,Binders,Clytie Kelty,11.67,5.6016,0.0,2016-06,0.48000000000000004
2016-06-06,South,Office Supplies,Paper,Clytie Kelty,12.96,6.2208,0.0,2016-06,0.4799999999999999
2015-04-13,Central,Office Supplies,Binders,Sonia Sunley,17.43,8.0178,0.0,2015-04,0.45999999999999996
2017-05-22,Central,Furniture,Chairs,Laurel Elliston,181.986,-54.5958,0.3,2017-05,-0.3
2017-05-22,Central,Office Supplies,Binders,Laurel Elliston,1.592,-2.6268,0.8,2017-05,-1.6499999999999997
2017-05-22,Central,Office Supplies,Supplies,Laurel Elliston,22.344,2.5137,0.2,2017-05,0.1125
2016-12-19,West,Furniture,Tables,Erin Smith,455.97,-218.8656,0.5,2016-12,-0.48
2016-12-19,West,Office Supplies,Binders,Erin Smith,10.44,-7.656,0.7,2016-12,-0.7333333333333334
2016-12-19,West,Office Supplies,Binders,Erin Smith,5.214,-4.1712,0.7,2016-12,-0.7999999999999999
2017-09-22,East,Office Supplies,Storage,Michael Granlund,67.4,17.524,0.0,2017-09,0.26
2017-09-07,West,Furniture,Furnishings,Justin MacKendrick,25.16,10.5672,0.0,2017-09,0.42
2017-09-07,West,Technology,Phones,Justin MacKendrick,126.56,47.46,0.2,2017-09,0.375
2014-11-28,West,Office Supplies,Appliances,Sheri Gordon,43.68,11.7936,0.0,2014-11,0.27
2014-11-28,West,Technology,Accessories,Sheri Gordon,139.93,34.9825,0.0,2014-11,0.25
2014-11-12,Central,Office Supplies,Art,Darren Budd,2.672,0.334,0.2,2014-11,0.125
2014-11-12,Central,Office Supplies,Supplies,Darren Budd,16.656,-3.123,0.2,2014-11,-0.18750000000000003
2014-11-12,Central,Technology,Accessories,Darren Budd,79.512,20.8719,0.2,2014-11,0.2625
2014-11-12,Central,Office Supplies,Paper,Darren Budd,36.288,12.7008,0.2,2014-11,0.35000000000000003
2014-11-12,Central,Furniture,Bookcases,Darren Budd,67.9932,-12.9987,0.32,2014-11,-0.19117647058823528
2017-10-02,South,Furniture,Furnishings,Jane Waco,10.16,3.4544,0.0,2017-10,0.34
2015-12-14,South,Furniture,Furnishings,Keith Dawkins,6.16,1.9712,0.0,2015-12,0.32
2015-12-14,South,Office Supplies,Art,Keith Dawkins,56.3,15.764,0.0,2015-12,0.28
2015-12-06,West,Office Supplies,Paper,Ivan Liston,6.48,3.1104,0.0,2015-12,0.4799999999999999
2015-12-06,West,Office Supplies,Storage,Ivan Liston,1325.85,238.653,0.0,2015-12,0.18
2015-12-06,West,Office Supplies,Labels,Ivan Liston,14.94,6.8724,0.0,2015-12,0.46
2017-03-31,South,Office Supplies,Binders,Jim Epp,34.54,17.27,0.0,2017-03,0.5
2017-03-31,South,Technology,Copiers,Jim Epp,2999.95,1439.976,0.0,2017-03,0.4800000000000001
2017-03-31,South,Office Supplies,Binders,Jim Epp,64.12,30.7776,0.0,2017-03,0.48
2017-03-13,Central,Office Supplies,Art,Stephanie Ulpright,19.456,2.1888,0.2,2017-03,0.1125
2017-03-13,Central,Technology,Machines,Stephanie Ulpright,209.986,8.9994,0.3,2017-03,0.04285714285714286
2017-03-13,Central,Office Supplies,Art,Stephanie Ulpright,29.76,1.86,0.2,2017-03,0.0625
2017-03-13,Central,Furniture,Chairs,Stephanie Ulpright,89.768,-2.5648,0.3,2017-03,-0.02857142857142857
2017-03-13,Central,Technology,Copiers,Stephanie Ulpright,959.984,335.9944,0.2,2017-03,0.35
2017-03-13,Central,Office Supplies,Paper,Stephanie Ulpright,15.552,5.6376,0.2,2017-03,0.3625
2017-03-13,Central,Technology,Phones,Stephanie Ulpright,34.36,-7.3015,0.2,2017-03,-0.2125
2014-12-05,East,Office Supplies,Paper,Erin Ashbrook,98.376,35.6613,0.2,2014-12,0.36249999999999993
2014-12-05,East,Office Supplies,Binders,Erin Ashbrook,29.94,-23.952,0.7,2014-12,-0.8
2014-12-05,East,Office Supplies,Paper,Erin Ashbrook,17.472,5.6784,0.2,2014-12,0.32499999999999996
2014-12-05,East,Technology,Phones,Erin Ashbrook,36.738,-9.1845,0.4,2014-12,-0.25
2014-12-05,East,Technology,Phones,Erin Ashbrook,179.94,-44.985,0.4,2014-12,-0.25
2016-12-12,West,Furniture,Furnishings,Roy Französisch,383.64,122.7648,0.0,2016-12,0.32
2016-12-12,West,Office Supplies,Appliances,Roy Französisch,56.52,15.8256,0.0,2016-12,0.27999999999999997
2017-09-09,West,Office Supplies,Art,Liz Carlisle,6.56,1.9024,0.0,2017-09,0.29000000000000004
2017-09-09,West,Furniture,Chairs,Liz Carlisle,243.92,-15.245,0.2,2017-09,-0.0625
2017-09-09,West,Office Supplies,Paper,Liz Carlisle,47.52,22.8096,0.0,2017-09,0.48
2017-10-04,East,Furniture,Furnishings,Paul Stevenson,19.98,8.5914,0.0,2017-10,0.43
2016-05-09,East,Office Supplies,Art,Paul Stevenson,8.0,3.44,0.0,2016-05,0.43
2014-12-15,West,Furniture,Furnishings,Jas O'Carroll,6.16,1.9712,0.0,2014-12,0.32
2017-11-30,East,Office Supplies,Storage,Victor Preis,83.56,1.6712,0.0,2017-11,0.02
2017-11-30,East,Technology,Phones,Victor Preis,546.06,163.818,0.0,2017-11,0.30000000000000004
2017-11-30,East,Office Supplies,Storage,Victor Preis,269.49,5.3898,0.0,2017-11,0.02
2015-03-19,West,Office Supplies,Fasteners,Guy Armstrong,10.9,3.597,0.0,2015-03,0.32999999999999996
2014-07-19,West,Office Supplies,Binders,Eugene Moren,6.096,2.2098,0.2,2014-07,0.3625
2016-12-08,West,Office Supplies,Storage,Doug Bickford,34.05,9.534,0.0,2016-12,0.28
2016-12-08,West,Office Supplies,Storage,Doug Bickford,352.38,81.0474,0.0,2016-12,0.22999999999999998
2014-10-13,East,Furniture,Chairs,Marina Lichtenstein,245.98,27.0578,0.0,2014-10,0.11
2014-10-13,East,Office Supplies,Binders,Marina Lichtenstein,18.94,9.47,0.0,2014-10,0.5
2017-11-19,East,Office Supplies,Binders,Jennifer Halladay,59.913,-45.9333,0.7,2017-11,-0.7666666666666667
2017-09-24,East,Technology,Phones,Bart Pistole,391.98,109.7544,0.0,2017-09,0.27999999999999997
2017-09-24,East,Technology,Phones,Bart Pistole,437.85,131.355,0.0,2017-09,0.29999999999999993
2015-09-25,East,Office Supplies,Binders,Sarah Brown,68.62,32.2514,0.0,2015-09,0.4699999999999999
2017-02-13,East,Office Supplies,Supplies,Stewart Visinsky,25.02,6.5052,0.0,2017-02,0.26
2017-02-13,East,Office Supplies,Art,Stewart Visinsky,10.71,2.7846,0.0,2017-02,0.26
2014-10-03,East,Office Supplies,Art,Denny Ordway,55.984,4.1988,0.2,2014-10,0.075
2014-10-03,East,Office Supplies,Envelopes,Denny Ordway,14.48,4.887,0.2,2014-10,0.33749999999999997
2014-10-03,East,Technology,Accessories,Denny Ordway,142.488,-3.5622,0.2,2014-10,-0.024999999999999998
2016-08-27,Central,Office Supplies,Storage,Todd Boyes,14.16,1.062,0.2,2016-08,0.075
2016-08-27,Central,Office Supplies,Paper,Todd Boyes,79.92,27.972,0.2,2016-08,0.35000000000000003
2015-12-03,East,Office Supplies,Binders,Bill Stewart,590.352,206.6232,0.2,2015-12,0.35000000000000003
2016-09-20,South,Furniture,Furnishings,Filia McAdams,17.088,1.068,0.2,2016-09,0.0625
2016-09-20,South,Furniture,Chairs,Filia McAdams,98.392,-11.0691,0.2,2016-09,-0.11250000000000002
2017-03-25,East,Office Supplies,Art,John Lee,11.05,2.9835,0.0,2017-03,0.26999999999999996
2015-12-06,West,Office Supplies,Appliances,Art Ferguson,7.78,2.0228,0.0,2015-12,0.26
2017-08-31,South,Technology,Accessories,Barry Gonzalez,659.9,217.767,0.0,2017-08,0.33
2015-10-05,East,Technology,Accessories,Maria Bertelson,53.04,-4.641,0.2,2015-10,-0.08750000000000001
2017-08-18,West,Technology,Accessories,Helen Wasserman,843.9,371.316,0.0,2017-08,0.44
2017-08-18,West,Technology,Accessories,Helen Wasserman,1496.16,224.424,0.0,2017-08,0.15
2016-02-02,East,Office Supplies,Storage,Adrian Barton,117.96,5.898,0.0,2016-02,0.05
2016-08-23,East,Office Supplies,Art,Jennifer Patt,21.3,8.733,0.0,2016-08,0.41000000000000003
2016-08-23,East,Office Supplies,Appliances,Jennifer Patt,1040.8,281.016,0.0,2016-08,0.27
2016-08-23,East,Office Supplies,Art,Jennifer Patt,29.34,7.9218,0.0,2016-08,0.27
2017-06-30,South,Furniture,Furnishings,Darrin Van Huff,19.52,5.368,0.2,2017-06,0.275
2015-09-18,West,Office Supplies,Storage,Charlotte Melton,443.92,8.8784,0.0,2015-09,0.019999999999999997
2016-09-25,Central,Technology,Accessories,Steve Chapman,499.95,174.9825,0.0,2016-09,0.35
2016-09-25,Central,Office Supplies,Art,Steve Chapman,3.04,1.0336,0.0,2016-09,0.34
2016-09-25,Central,Furniture,Chairs,Steve Chapman,201.96,50.49,0.0,2016-09,0.25
2016-09-25,Central,Furniture,Furnishings,Steve Chapman,68.64,17.16,0.0,2016-09,0.25
2016-10-24,West,Technology,Accessories,Victoria Wilson,100.0,21.0,0.0,2016-10,0.21
2016-10-24,West,Technology,Accessories,Victoria Wilson,359.98,21.5988,0.0,2016-10,0.06
2014-09-29,West,Furniture,Furnishings,Paul Prost,6.16,2.9568,0.0,2014-09,0.48
2014-09-29,West,Furniture,Tables,Paul Prost,2348.82,399.2994,0.0,2014-09,0.16999999999999998
2017-06-26,South,Office Supplies,Labels,Dan Reichenbach,13.872,4.6818,0.2,2017-06,0.3375
2017-06-26,South,Furniture,Chairs,Dan Reichenbach,273.552,-13.6776,0.2,2017-06,-0.049999999999999996
2016-08-21,East,Furniture,Tables,Rick Bensley,815.292,-339.705,0.4,2016-08,-0.41666666666666663
2014-02-11,South,Technology,Accessories,Natalie Fritzler,234.45,103.158,0.0,2014-02,0.44
2014-02-11,South,Furniture,Tables,Natalie Fritzler,1256.22,75.3732,0.0,2014-02,0.06
2014-02-11,South,Office Supplies,Binders,Natalie Fritzler,17.46,8.2062,0.0,2014-02,0.47000000000000003
2016-09-23,East,Office Supplies,Binders,Clay Rozendal,10.528,3.6848,0.2,2016-09,0.35
2015-12-05,Central,Office Supplies,Binders,Stephanie Ulpright,152.8,76.4,0.0,2015-12,0.5
2017-09-03,West,Office Supplies,Binders,Sample Company A,82.56,28.896,0.2,2017-09,0.35
2017-09-03,West,Technology,Accessories,Sample Company A,284.97,85.491,0.0,2017-09,0.3
2017-03-26,Central,Furniture,Furnishings,Michelle Lonsdale,60.84,23.1192,0.0,2017-03,0.37999999999999995
2014-12-21,West,Furniture,Chairs,Gary McGarr,1325.76,149.148,0.2,2014-12,0.1125
2014-12-21,West,Furniture,Chairs,Gary McGarr,572.16,35.76,0.2,2014-12,0.0625
2014-09-23,East,Office Supplies,Paper,Jim Kriz,28.8,10.08,0.2,2014-09,0.35
2017-04-02,East,Office Supplies,Art,Alyssa Tate,11.12,2.8912,0.0,2017-04,0.26
2016-04-01,South,Furniture,Furnishings,Daniel Byrd,7.04,3.0976,0.0,2016-04,0.44
2015-05-15,South,Office Supplies,Envelopes,Anna Häberlin,17.94,8.7906,0.0,2015-05,0.48999999999999994
2017-03-23,West,Office Supplies,Binders,Sanjit Jacobs,34.76,11.297,0.2,2017-03,0.325
2017-04-14,East,Furniture,Furnishings,Harry Marie,74.45,20.1015,0.0,2017-04,0.27
2015-01-04,South,Furniture,Furnishings,Andrew Gjertsen,192.22,69.1992,0.0,2015-01,0.36000000000000004
2017-11-02,West,Office Supplies,Paper,Joy Bell-,19.44,9.3312,0.0,2017-11,0.48000000000000004
2017-07-17,West,Office Supplies,Paper,Anthony Johnson,32.4,15.552,0.0,2017-07,0.48
2017-07-17,West,Office Supplies,Envelopes,Anthony Johnson,57.9,28.95,0.0,2017-07,0.5
2017-07-17,West,Office Supplies,Storage,Anthony Johnson,10.56,0.0,0.0,2017-07,0.0
2017-07-17,West,Furniture,Bookcases,Anthony Johnson,1194.165,210.735,0.15,2017-07,0.17647058823529413
2017-10-06,East,Office Supplies,Paper,Muhammed MacIntyre,40.99,20.0851,0.0,2017-10,0.49
2014-11-04,West,Office Supplies,Art,Tiffany House,2.94,0.7938,0.0,2014-11,0.26999999999999996
2016-12-18,West,Office Supplies,Binders,Adrian Hane,45.24,-30.16,0.7,2016-12,-0.6666666666666666
2016-12-18,West,Office Supplies,Art,Adrian Hane,18.688,2.336,0.2,2016-12,0.125
2016-12-18,West,Office Supplies,Paper,Adrian Hane,11.648,3.7856,0.2,2016-12,0.325
2016-12-18,West,Technology,Accessories,Adrian Hane,112.776,-8.4582,0.2,2016-12,-0.075
2016-12-18,West,Furniture,Tables,Adrian Hane,377.45,-264.215,0.5,2016-12,-0.7
2016-12-18,West,Office Supplies,Labels,Adrian Hane,15.936,5.1792,0.2,2016-12,0.325
2016-12-18,West,Technology,Phones,Adrian Hane,28.68,-7.17,0.2,2016-12,-0.25
2016-09-24,West,Furniture,Furnishings,Craig Leslie,21.44,7.504,0.2,2016-09,0.35
2016-09-24,West,Office Supplies,Storage,Craig Leslie,511.056,-95.823,0.2,2016-09,-0.1875
2016-07-21,East,Office Supplies,Art,Jason Gross,18.656,1.3992,0.2,2016-07,0.07500000000000001
2016-07-21,East,Office Supplies,Binders,Jason Gross,11.088,-8.1312,0.7,2016-07,-0.7333333333333334
2016-07-21,East,Office Supplies,Storage,Jason Gross,66.688,4.168,0.2,2016-07,0.0625
2016-07-21,East,Office Supplies,Storage,Jason Gross,99.488,8.7052,0.2,2016-07,0.0875
2016-06-11,West,Office Supplies,Labels,Sanjit Engle,14.62,6.8714,0.0,2016-06,0.47000000000000003
2016-06-11,West,Office Supplies,Binders,Sanjit Engle,53.984,17.5448,0.2,2016-06,0.32499999999999996
2016-06-11,West,Technology,Accessories,Sanjit Engle,389.97,132.5898,0.0,2016-06,0.33999999999999997
2015-06-09,West,Furniture,Furnishings,Trudy Glocke,355.36,92.3936,0.0,2015-06,0.26
2015-06-09,West,Technology,Phones,Trudy Glocke,140.376,8.7735,0.2,2015-06,0.0625
2017-10-27,Central,Office Supplies,Envelopes,Sally Hughsby,15.84,5.544,0.2,2017-10,0.35
2017-10-27,Central,Office Supplies,Paper,Sally Hughsby,8.448,2.64,0.2,2017-10,0.3125
2016-01-22,West,Office Supplies,Paper,Marc Crier,12.96,6.2208,0.0,2016-01,0.4799999999999999
2014-05-28,West,Technology,Phones,Patrick Jones,57.408,5.7408,0.2,2014-05,0.1
2014-05-28,West,Technology,Accessories,Patrick Jones,27.6,2.208,0.0,2014-05,0.08
2014-12-29,Central,Furniture,Furnishings,Zuschuss Carroll,38.976,-50.6688,0.6,2014-12,-1.3
2016-07-28,Central,Office Supplies,Fasteners,Steve Carroll,20.44,9.198,0.0,2016-07,0.45
2016-07-28,Central,Office Supplies,Paper,Steve Carroll,109.92,53.8608,0.0,2016-07,0.49
2016-09-24,Central,Office Supplies,Binders,Benjamin Patterson,6.38,2.9348,0.0,2016-09,0.46
2016-09-24,Central,Office Supplies,Paper,Benjamin Patterson,6.48,3.1104,0.0,2016-09,0.4799999999999999
2014-04-02,South,Office Supplies,Paper,Rob Dowd,15.84,7.128,0.0,2014-04,0.45
2014-04-02,South,Technology,Phones,Rob Dowd,1049.93,293.9804,0.0,2014-04,0.27999999999999997
2014-04-02,South,Office Supplies,Appliances,Rob Dowd,154.9,40.274,0.0,2014-04,0.26
2015-11-05,West,Office Supplies,Binders,Ken Lonsdale,98.352,35.6526,0.2,2015-11,0.3625
2014-07-28,South,Office Supplies,Fasteners,Chloris Kastensmidt,14.32,5.191,0.2,2014-07,0.3625
2014-07-28,South,Furniture,Furnishings,Chloris Kastensmidt,129.888,12.9888,0.2,2014-07,0.09999999999999999
2014-07-28,South,Office Supplies,Envelopes,Chloris Kastensmidt,48.944,16.5186,0.2,2014-07,0.33749999999999997
2015-12-26,Central,Furniture,Chairs,Roger Barcio,275.058,-90.3762,0.3,2015-12,-0.32857142857142857
2015-12-10,East,Office Supplies,Art,Kalyca Meade,27.36,9.3024,0.0,2015-12,0.34
2015-12-10,East,Office Supplies,Paper,Kalyca Meade,44.75,20.585,0.0,2015-12,0.46
2015-12-10,East,Technology,Phones,Kalyca Meade,134.99,36.4473,0.0,2015-12,0.26999999999999996
2015-12-10,East,Office Supplies,Paper,Kalyca Meade,26.4,12.672,0.0,2015-12,0.48000000000000004
2015-12-10,East,Furniture,Chairs,Kalyca Meade,542.94,141.1644,0.0,2015-12,0.25999999999999995
2016-05-05,West,Furniture,Tables,Amy Hunt,71.088,-1.7772,0.2,2016-05,-0.025
2017-10-14,Central,Office Supplies,Binders,Anthony Garverick,27.396,-42.4638,0.8,2017-10,-1.5499999999999998
2017-10-14,Central,Office Supplies,Binders,Anthony Garverick,13.456,-23.548,0.8,2017-10,-1.75
2016-11-05,Central,Office Supplies,Labels,Evan Bailliet,11.84,4.44,0.2,2016-11,0.37500000000000006
2017-11-03,West,Office Supplies,Paper,Paul Gonzalez,35.88,17.5812,0.0,2017-11,0.48999999999999994
2016-11-24,East,Office Supplies,Envelopes,Cathy Armstrong,40.752,15.282,0.2,2016-11,0.375
2016-11-24,East,Technology,Accessories,Cathy Armstrong,139.96,-22.7435,0.2,2016-11,-0.1625
2014-12-14,East,Office Supplies,Art,Sung Shariari,2.624,0.2952,0.2,2014-12,0.1125
2014-12-14,East,Furniture,Tables,Sung Shariari,136.53,-52.3365,0.4,2014-12,-0.38333333333333336
2014-12-14,East,Technology,Accessories,Sung Shariari,263.96,42.8935,0.2,2014-12,0.16250000000000003
2014-11-03,East,Office Supplies,Supplies,Resi Pölking,11.64,3.3756,0.0,2014-11,0.29
2017-09-22,East,Office Supplies,Binders,Shaun Chance,40.176,14.5638,0.2,2017-09,0.3625
2015-05-08,East,Furniture,Furnishings,Natalie Webber,79.44,30.1872,0.0,2015-05,0.38
2015-05-08,East,Office Supplies,Supplies,Natalie Webber,357.93,7.1586,0.0,2015-05,0.02
2015-05-08,East,Furniture,Chairs,Natalie Webber,127.764,21.294,0.1,2015-05,0.16666666666666669
2015-05-08,East,Technology,Copiers,Natalie Webber,2799.944,1014.9797,0.2,2015-05,0.3625
2015-05-08,East,Office Supplies,Paper,Natalie Webber,19.44,9.3312,0.0,2015-05,0.48000000000000004
2017-07-31,Central,Technology,Phones,Katrina Willman,36.792,4.1391,0.2,2017-07,0.11249999999999999
2014-03-01,East,Technology,Phones,Hallie Redmond,5.94,1.6038,0.0,2014-03,0.26999999999999996
2017-09-25,South,Office Supplies,Storage,Arthur Gainer,177.55,47.9385,0.0,2017-09,0.26999999999999996
2015-10-09,Central,Technology,Accessories,Brian Moss,619.95,111.591,0.0,2015-10,0.17999999999999997
2015-10-09,Central,Technology,Phones,Brian Moss,29.16,8.4564,0.0,2015-10,0.29000000000000004
2015-10-09,Central,Office Supplies,Envelopes,Brian Moss,57.96,27.2412,0.0,2015-10,0.47
2015-10-09,Central,Office Supplies,Appliances,Brian Moss,29.403,5.2272,0.1,2015-10,0.17777777777777778
2017-03-29,Central,Office Supplies,Storage,Roger Demir,81.4,21.164,0.0,2017-03,0.26
2015-11-14,West,Office Supplies,Fasteners,Ken Black,8.72,2.289,0.2,2015-11,0.2625
2015-11-14,West,Technology,Accessories,Ken Black,91.176,4.5588,0.2,2015-11,0.049999999999999996
2015-11-14,West,Technology,Accessories,Ken Black,159.968,29.994,0.2,2015-11,0.1875
2016-09-26,West,Office Supplies,Paper,Dorothy Wardle,12.96,6.2208,0.0,2016-09,0.4799999999999999
2014-09-22,Central,Office Supplies,Storage,Vivek Grady,331.536,-82.884,0.2,2014-09,-0.25
2015-09-25,East,Technology,Accessories,Dan Reichenbach,899.91,395.9604,0.0,2015-09,0.44
2015-05-04,Central,Technology,Phones,Anna Häberlin,946.344,118.293,0.2,2015-05,0.125
2017-12-08,Central,Technology,Accessories,Jeremy Pistek,178.11,32.0598,0.0,2017-12,0.18
2017-12-08,Central,Office Supplies,Appliances,Jeremy Pistek,1089.75,305.13,0.0,2017-12,0.27999999999999997
2017-12-08,Central,Office Supplies,Labels,Jeremy Pistek,61.06,28.0876,0.0,2017-12,0.45999999999999996
2017-12-08,Central,Furniture,Bookcases,Jeremy Pistek,459.92,41.3928,0.0,2017-12,0.09
2017-12-08,Central,Office Supplies,Paper,Jeremy Pistek,27.52,12.6592,0.0,2017-12,0.46
2017-06-29,East,Furniture,Bookcases,Dan Reichenbach,638.82,185.2578,0.0,2017-06,0.29
2017-06-29,East,Office Supplies,Supplies,Dan Reichenbach,30.69,7.9794,0.0,2017-06,0.26
2017-06-29,East,Furniture,Furnishings,Dan Reichenbach,25.16,8.5544,0.0,2017-06,0.33999999999999997
2014-06-29,East,Office Supplies,Binders,Jim Karlsson,13.92,4.872,0.2,2014-06,0.35
2014-01-20,West,Office Supplies,Paper,Mark Van Huff,19.36,9.2928,0.0,2014-01,0.48
2014-01-20,West,Furniture,Furnishings,Mark Van Huff,19.3,5.79,0.0,2014-01,0.3
2016-12-31,West,Office Supplies,Binders,Becky Pak,38.376,13.4316,0.2,2016-12,0.35000000000000003
2017-03-28,West,Office Supplies,Paper,Dave Hallsten,12.96,6.3504,0.0,2017-03,0.48999999999999994
2017-03-28,West,Furniture,Furnishings,Dave Hallsten,26.48,10.0624,0.0,2017-03,0.38
2017-03-28,West,Technology,Machines,Dave Hallsten,532.72,53.272,0.2,2017-03,0.09999999999999999
2017-03-28,West,Office Supplies,Paper,Dave Hallsten,26.72,12.8256,0.0,2017-03,0.48
2017-03-28,West,Office Supplies,Paper,Dave Hallsten,20.04,9.6192,0.0,2017-03,0.48
2017-03-28,West,Office Supplies,Storage,Dave Hallsten,795.48,7.9548,0.0,2017-03,0.009999999999999998
2017-03-28,West,Furniture,Furnishings,Dave Hallsten,21.56,6.8992,0.0,2017-03,0.32000000000000006
2016-12-08,South,Technology,Phones,Lena Hernandez,249.584,31.198,0.2,2016-12,0.125
2016-12-08,South,Technology,Accessories,Lena Hernandez,68.112,17.8794,0.2,2016-12,0.2625
2016-12-08,South,Technology,Accessories,Lena Hernandez,16.56,-2.484,0.2,2016-12,-0.15000000000000002
2017-11-18,East,Technology,Phones,Dave Kipp,74.95,36.7255,0.0,2017-11,0.48999999999999994
2014-05-30,Central,Furniture,Tables,Shahid Shariari,355.455,-184.8366,0.5,2014-05,-0.52
2016-01-22,West,Office Supplies,Labels,Frank Preis,44.4,22.2,0.0,2016-01,0.5
2016-01-22,West,Office Supplies,Labels,Frank Preis,20.65,9.499,0.0,2016-01,0.4600000000000001
2016-02-03,South,Furniture,Chairs,Liz Carlisle,866.4,225.264,0.0,2016-02,0.26
2015-03-29,South,Office Supplies,Art,Alan Shonely,5.56,1.4456,0.0,2015-03,0.26
2014-10-14,Central,Office Supplies,Appliances,Hunter Glantz,3.16,-8.532,0.8,2014-10,-2.6999999999999997
2014-10-14,Central,Technology,Copiers,Hunter Glantz,1999.96,624.9875,0.2,2014-10,0.31249999999999994
